,Epoch,Train_loss,Test_loss,Time
0,0,0.9906878,0.9650879,7.445017099380493
1,2,0.9906703,0.96520996,7.647239446640015
2,4,0.99098426,0.96569824,7.6047608852386475
3,6,0.99108887,0.9654541,7.631742000579834
4,8,0.9911586,0.9658203,7.640918493270874
5,10,0.99108887,0.9658203,7.773744821548462
6,12,0.99129814,0.9658203,7.623569488525391
7,14,0.9912807,0.96569824,7.466166257858276
8,16,0.9912633,0.9659424,7.7538902759552
9,18,0.9912458,0.9658203,7.753448486328125
10,20,0.9913505,0.9661865,8.098416566848755
11,22,0.9914551,0.96569824,7.414050817489624
12,24,0.9915423,0.9663086,7.563478946685791
13,26,0.9914551,0.96643066,7.508332014083862
14,28,0.99138534,0.96655273,7.616841793060303
15,30,0.9914376,0.96643066,7.792590379714966
16,32,0.9915248,0.96643066,7.846181869506836
17,34,0.99168175,0.9666748,7.453131675720215
18,36,0.9915597,0.96643066,7.359330654144287
19,38,0.9917167,0.9666748,7.421891689300537
20,40,0.99185616,0.9661865,8.093823671340942
21,42,0.9919782,0.96643066,7.390707492828369
22,44,0.99185616,0.96655273,8.769336223602295
23,46,0.99175155,0.9667969,7.837042331695557
24,48,0.99175155,0.9667969,8.655099868774414
25,50,0.9919085,0.96643066,7.631240129470825
26,52,0.99183875,0.96655273,7.492427825927734
27,54,0.9917167,0.9666748,7.578294992446899
28,56,0.9918736,0.9666748,7.678732633590698
29,58,0.99185616,0.9667969,7.593532562255859
30,60,0.9919957,0.9667969,7.504254579544067
31,62,0.9919957,0.9667969,7.5524516105651855
32,64,0.99194336,0.9666748,7.568065643310547
33,66,0.991891,0.9666748,7.556238889694214
34,68,0.99217004,0.9667969,7.536531686782837
35,70,0.9920829,0.9666748,8.242809772491455
36,72,0.99213517,0.9667969,7.5947887897491455
37,74,0.9920829,0.9666748,7.4272377490997314
38,76,0.99203056,0.9667969,8.522302865982056
39,78,0.9920829,0.9666748,7.567797899246216
40,80,0.9920131,0.9667969,7.744269609451294
41,82,0.99211776,0.9667969,8.006486654281616
42,84,0.9919259,0.96655273,8.337449312210083
43,86,0.9920829,0.9667969,7.7391486167907715
44,88,0.99211776,0.9666748,7.565724611282349
45,90,0.9922921,0.9666748,7.490074396133423
46,92,0.9920829,0.9666748,7.936881065368652
47,94,0.99222237,0.96655273,7.43828558921814
48,96,0.99217004,0.9666748,7.613159418106079
49,98,0.99213517,0.9667969,7.6445112228393555
